M49,AREA,Year,Series,Value
702,Singapore,2005,"Safely managed sanitation facilities, total of Proportion of population with access",100
702,Singapore,2010,"Safely managed drinking water sources, urban of Proportion of population with access",100
702,Singapore,2010,"Safely managed drinking water sources, total of Proportion of population with access",100
702,Singapore,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",100
702,Singapore,2010,"Safely managed sanitation facilities, total of Proportion of population with access",100
702,Singapore,2017,"Safely managed drinking water sources, urban of Proportion of population with access",100
702,Singapore,2017,"Safely managed drinking water sources, total of Proportion of population with access",100
702,Singapore,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",100
702,Singapore,2017,"Safely managed sanitation facilities, total of Proportion of population with access",100
703,Slovakia,2005,"Safely managed drinking water sources, total of Proportion of population with access",94.7254
703,Slovakia,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",89.5301
703,Slovakia,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",76.4907
703,Slovakia,2005,"Safely managed sanitation facilities, total of Proportion of population with access",83.7358
703,Slovakia,2010,"Safely managed drinking water sources, total of Proportion of population with access",97.9331
703,Slovakia,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",89.0446
703,Slovakia,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",76.1726
703,Slovakia,2010,"Safely managed sanitation facilities, total of Proportion of population with access",83.2116
703,Slovakia,2017,"Safely managed drinking water sources, total of Proportion of population with access",99.7877
703,Slovakia,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",88.3647
703,Slovakia,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",75.7267
703,Slovakia,2017,"Safely managed sanitation facilities, total of Proportion of population with access",82.5197
705,Slovenia,2005,"Safely managed drinking water sources, total of Proportion of population with access",83.6532
705,Slovenia,2005,"Safely managed sanitation facilities, total of Proportion of population with access",75.9625
705,Slovenia,2010,"Safely managed drinking water sources, total of Proportion of population with access",90.1013
705,Slovenia,2010,"Safely managed sanitation facilities, total of Proportion of population with access",79.4371
705,Slovenia,2017,"Safely managed drinking water sources, total of Proportion of population with access",98.053
705,Slovenia,2017,"Safely managed sanitation facilities, total of Proportion of population with access",83.0413
710,South Africa,2005,"Safely managed drinking water sources, urban of Proportion of population with access",90.3867
710,South Africa,2010,"Safely managed drinking water sources, urban of Proportion of population with access",87.2501
710,South Africa,2017,"Safely managed drinking water sources, urban of Proportion of population with access",81.879
724,Spain,2005,"Safely managed drinking water sources, total of Proportion of population with access",98.7432
724,Spain,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",94.9058
724,Spain,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",93.9299
724,Spain,2005,"Safely managed sanitation facilities, total of Proportion of population with access",94.6839
724,Spain,2010,"Safely managed drinking water sources, total of Proportion of population with access",98.6477
724,Spain,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",95.7576
724,Spain,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",95.316
724,Spain,2010,"Safely managed sanitation facilities, total of Proportion of population with access",95.6624
724,Spain,2017,"Safely managed drinking water sources, total of Proportion of population with access",98.4415
724,Spain,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",96.5971
724,Spain,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",96.7128
724,Spain,2017,"Safely managed sanitation facilities, total of Proportion of population with access",96.6202
144,Sri Lanka,2005,"Safely managed drinking water sources, urban of Proportion of population with access",86.2197
144,Sri Lanka,2010,"Safely managed drinking water sources, urban of Proportion of population with access",88.1445
144,Sri Lanka,2017,"Safely managed drinking water sources, urban of Proportion of population with access",90.8482
275,State of Palestine,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",58.963
275,State of Palestine,2005,"Safely managed sanitation facilities, total of Proportion of population with access",54.304
275,State of Palestine,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",61.4483
275,State of Palestine,2010,"Safely managed sanitation facilities, total of Proportion of population with access",57.3515
275,State of Palestine,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",64.6825
275,State of Palestine,2017,"Safely managed sanitation facilities, total of Proportion of population with access",61.2432
752,Sweden,2005,"Safely managed drinking water sources, total of Proportion of population with access",99.94
752,Sweden,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",93.6721
752,Sweden,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",87.5404
752,Sweden,2005,"Safely managed sanitation facilities, total of Proportion of population with access",92.7106
752,Sweden,2010,"Safely managed drinking water sources, total of Proportion of population with access",99.94
752,Sweden,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",93.9157
752,Sweden,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",87.6619
752,Sweden,2010,"Safely managed sanitation facilities, total of Proportion of population with access",92.9811
752,Sweden,2017,"Safely managed drinking water sources, total of Proportion of population with access",99.94
752,Sweden,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",94.202
752,Sweden,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",87.8025
752,Sweden,2017,"Safely managed sanitation facilities, total of Proportion of population with access",93.3794
756,Switzerland,2005,"Safely managed drinking water sources, total of Proportion of population with access",93.3027
756,Switzerland,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",98.5332
756,Switzerland,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",98.3376
756,Switzerland,2005,"Safely managed sanitation facilities, total of Proportion of population with access",98.4813
756,Switzerland,2010,"Safely managed drinking water sources, total of Proportion of population with access",94.4987
756,Switzerland,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",99.335
756,Switzerland,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",98.5398
756,Switzerland,2010,"Safely managed sanitation facilities, total of Proportion of population with access",99.1252
756,Switzerland,2017,"Safely managed drinking water sources, total of Proportion of population with access",95.4554
756,Switzerland,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",99.8999
756,Switzerland,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",98.5256
756,Switzerland,2017,"Safely managed sanitation facilities, total of Proportion of population with access",99.5393
762,Tajikistan,2005,"Safely managed drinking water sources, total of Proportion of population with access",41.522
762,Tajikistan,2010,"Safely managed drinking water sources, total of Proportion of population with access",46.0297
762,Tajikistan,2017,"Safely managed drinking water sources, total of Proportion of population with access",47.8671
807,North Macedonia,2005,"Safely managed drinking water sources, urban of Proportion of population with access",97.8332
807,North Macedonia,2005,"Safely managed drinking water sources, rural of Proportion of population with access",95.1127
807,North Macedonia,2005,"Safely managed drinking water sources, total of Proportion of population with access",96.6778
807,North Macedonia,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",11.2705
807,North Macedonia,2005,"Safely managed sanitation facilities, total of Proportion of population with access",13.4694
807,North Macedonia,2010,"Safely managed drinking water sources, urban of Proportion of population with access",92.9016
807,North Macedonia,2010,"Safely managed drinking water sources, rural of Proportion of population with access",89.1273
807,North Macedonia,2010,"Safely managed drinking water sources, total of Proportion of population with access",91.282
807,North Macedonia,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",8.608
807,North Macedonia,2010,"Safely managed sanitation facilities, total of Proportion of population with access",14.4591
807,North Macedonia,2017,"Safely managed drinking water sources, urban of Proportion of population with access",89.9447
807,North Macedonia,2017,"Safely managed drinking water sources, rural of Proportion of population with access",68.7937
807,North Macedonia,2017,"Safely managed drinking water sources, total of Proportion of population with access",81.008
807,North Macedonia,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",8.2
807,North Macedonia,2017,"Safely managed sanitation facilities, total of Proportion of population with access",16.5561
788,Tunisia,2005,"Safely managed drinking water sources, total of Proportion of population with access",63.2012
788,Tunisia,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",77.7157
788,Tunisia,2005,"Safely managed sanitation facilities, total of Proportion of population with access",63.9157
788,Tunisia,2010,"Safely managed drinking water sources, total of Proportion of population with access",86.2931
788,Tunisia,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",82.2471
788,Tunisia,2010,"Safely managed sanitation facilities, total of Proportion of population with access",70.1823
788,Tunisia,2017,"Safely managed drinking water sources, total of Proportion of population with access",92.6575
788,Tunisia,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",88.2927
788,Tunisia,2017,"Safely managed sanitation facilities, total of Proportion of population with access",78.1183
792,Turkey,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",63.5024
792,Turkey,2005,"Safely managed sanitation facilities, total of Proportion of population with access",56.2052
792,Turkey,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",66.5615
792,Turkey,2010,"Safely managed sanitation facilities, total of Proportion of population with access",60.5688
792,Turkey,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",69.644
792,Turkey,2017,"Safely managed sanitation facilities, total of Proportion of population with access",65.2002
795,Turkmenistan,2005,"Safely managed drinking water sources, urban of Proportion of population with access",85.8901
795,Turkmenistan,2005,"Safely managed drinking water sources, rural of Proportion of population with access",61.3403
795,Turkmenistan,2005,"Safely managed drinking water sources, total of Proportion of population with access",72.8915
795,Turkmenistan,2010,"Safely managed drinking water sources, urban of Proportion of population with access",92.2015
795,Turkmenistan,2010,"Safely managed drinking water sources, rural of Proportion of population with access",73.497
795,Turkmenistan,2010,"Safely managed drinking water sources, total of Proportion of population with access",82.567
795,Turkmenistan,2017,"Safely managed drinking water sources, urban of Proportion of population with access",96.939
795,Turkmenistan,2017,"Safely managed drinking water sources, rural of Proportion of population with access",90.7257
795,Turkmenistan,2017,"Safely managed drinking water sources, total of Proportion of population with access",93.904
798,Tuvalu,2005,"Safely managed drinking water sources, urban of Proportion of population with access",49.16
798,Tuvalu,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",5.2389
798,Tuvalu,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",4.2979
798,Tuvalu,2005,"Safely managed sanitation facilities, total of Proportion of population with access",4.7656
798,Tuvalu,2010,"Safely managed drinking water sources, urban of Proportion of population with access",49.51
798,Tuvalu,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",4.6528
798,Tuvalu,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",7.7532
798,Tuvalu,2010,"Safely managed sanitation facilities, total of Proportion of population with access",6.0543
798,Tuvalu,2017,"Safely managed drinking water sources, urban of Proportion of population with access",49.79
798,Tuvalu,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",4.1839
798,Tuvalu,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",9.7245
798,Tuvalu,2017,"Safely managed sanitation facilities, total of Proportion of population with access",6.3154
800,Uganda,2005,"Safely managed drinking water sources, urban of Proportion of population with access",22.8494
800,Uganda,2005,"Safely managed drinking water sources, rural of Proportion of population with access",1.9396
800,Uganda,2005,"Safely managed drinking water sources, total of Proportion of population with access",5.4859
800,Uganda,2010,"Safely managed drinking water sources, urban of Proportion of population with access",19.8997
800,Uganda,2010,"Safely managed drinking water sources, rural of Proportion of population with access",2.8886
800,Uganda,2010,"Safely managed drinking water sources, total of Proportion of population with access",6.1859
800,Uganda,2017,"Safely managed drinking water sources, urban of Proportion of population with access",15.7045
800,Uganda,2017,"Safely managed drinking water sources, rural of Proportion of population with access",4.4568
800,Uganda,2017,"Safely managed drinking water sources, total of Proportion of population with access",7.0658
804,Ukraine,2005,"Safely managed drinking water sources, total of Proportion of population with access",71.4107
804,Ukraine,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",38.4726
804,Ukraine,2005,"Safely managed sanitation facilities, total of Proportion of population with access",44.1382
804,Ukraine,2010,"Safely managed drinking water sources, total of Proportion of population with access",84.5971
804,Ukraine,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",45.8817
804,Ukraine,2010,"Safely managed sanitation facilities, total of Proportion of population with access",50.925
804,Ukraine,2017,"Safely managed drinking water sources, total of Proportion of population with access",92.0069
804,Ukraine,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",65.7706
804,Ukraine,2017,"Safely managed sanitation facilities, total of Proportion of population with access",68.4599
784,United Arab Emirates,2005,"Safely managed sanitation facilities, total of Proportion of population with access",91.2875
784,United Arab Emirates,2010,"Safely managed sanitation facilities, total of Proportion of population with access",93.3677
784,United Arab Emirates,2017,"Safely managed sanitation facilities, total of Proportion of population with access",96.28
826,United Kingdom,2005,"Safely managed drinking water sources, total of Proportion of population with access",99.9704
826,United Kingdom,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",98.962
826,United Kingdom,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",91.7989
826,United Kingdom,2005,"Safely managed sanitation facilities, total of Proportion of population with access",97.5233
826,United Kingdom,2010,"Safely managed drinking water sources, total of Proportion of population with access",99.9796
826,United Kingdom,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",98.962
826,United Kingdom,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",91.7989
826,United Kingdom,2010,"Safely managed sanitation facilities, total of Proportion of population with access",97.6226
826,United Kingdom,2017,"Safely managed drinking water sources, total of Proportion of population with access",99.9888
826,United Kingdom,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",98.962
826,United Kingdom,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",91.7989
826,United Kingdom,2017,"Safely managed sanitation facilities, total of Proportion of population with access",97.7545
834,United Rep. of Tanzania,2005,"Safely managed drinking water sources, urban of Proportion of population with access",10.3407
834,United Rep. of Tanzania,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",16.8842
834,United Rep. of Tanzania,2005,"Safely managed sanitation facilities, rural of Proportion of population with access",8.7617
834,United Rep. of Tanzania,2005,"Safely managed sanitation facilities, total of Proportion of population with access",10.7797
834,United Rep. of Tanzania,2010,"Safely managed drinking water sources, urban of Proportion of population with access",28.0402
834,United Rep. of Tanzania,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",24.0252
834,United Rep. of Tanzania,2010,"Safely managed sanitation facilities, rural of Proportion of population with access",15.0184
834,United Rep. of Tanzania,2010,"Safely managed sanitation facilities, total of Proportion of population with access",17.5506
834,United Rep. of Tanzania,2017,"Safely managed drinking water sources, urban of Proportion of population with access",34.9632
834,United Rep. of Tanzania,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",31.4417
834,United Rep. of Tanzania,2017,"Safely managed sanitation facilities, rural of Proportion of population with access",22.3856
834,United Rep. of Tanzania,2017,"Safely managed sanitation facilities, total of Proportion of population with access",25.3789
840,United States of America,2005,"Safely managed drinking water sources, urban of Proportion of population with access",99.6661
840,United States of America,2005,"Safely managed drinking water sources, total of Proportion of population with access",98.9423
840,United States of America,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",94.8565
840,United States of America,2005,"Safely managed sanitation facilities, total of Proportion of population with access",88.7622
840,United States of America,2010,"Safely managed drinking water sources, urban of Proportion of population with access",99.6661
840,United States of America,2010,"Safely managed drinking water sources, total of Proportion of population with access",98.9659
840,United States of America,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",95.1967
840,United States of America,2010,"Safely managed sanitation facilities, total of Proportion of population with access",89.3264
840,United States of America,2017,"Safely managed drinking water sources, urban of Proportion of population with access",99.6661
840,United States of America,2017,"Safely managed drinking water sources, total of Proportion of population with access",99.0018
840,United States of America,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",95.4687
840,United States of America,2017,"Safely managed sanitation facilities, total of Proportion of population with access",89.967
858,Uruguay,2005,"Safely managed drinking water sources, urban of Proportion of population with access",93.9311
858,Uruguay,2010,"Safely managed drinking water sources, urban of Proportion of population with access",94.214
858,Uruguay,2017,"Safely managed drinking water sources, urban of Proportion of population with access",94.5887
860,Uzbekistan,2005,"Safely managed drinking water sources, urban of Proportion of population with access",84.8176
860,Uzbekistan,2005,"Safely managed drinking water sources, rural of Proportion of population with access",30.8936
860,Uzbekistan,2005,"Safely managed drinking water sources, total of Proportion of population with access",57.0667
860,Uzbekistan,2010,"Safely managed drinking water sources, urban of Proportion of population with access",85.4019
860,Uzbekistan,2010,"Safely managed drinking water sources, rural of Proportion of population with access",30.2295
860,Uzbekistan,2010,"Safely managed drinking water sources, total of Proportion of population with access",58.3431
860,Uzbekistan,2017,"Safely managed drinking water sources, urban of Proportion of population with access",86.1159
860,Uzbekistan,2017,"Safely managed drinking water sources, rural of Proportion of population with access",31.0863
860,Uzbekistan,2017,"Safely managed drinking water sources, total of Proportion of population with access",58.9038
548,Vanuatu,2005,"Safely managed drinking water sources, total of Proportion of population with access",40.0471
548,Vanuatu,2010,"Safely managed drinking water sources, total of Proportion of population with access",41.8227
548,Vanuatu,2017,"Safely managed drinking water sources, total of Proportion of population with access",44.1303
862,Venezuela of Boliv. Rep. of,2005,"Safely managed sanitation facilities, total of Proportion of population with access",28.4897
862,Venezuela of Boliv. Rep. of,2010,"Safely managed sanitation facilities, total of Proportion of population with access",26.1848
862,Venezuela of Boliv. Rep. of,2017,"Safely managed sanitation facilities, total of Proportion of population with access",23.7586
887,Yemen,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",67.7091
887,Yemen,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",67.3811
887,Yemen,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",67.0084
894,Zambia,2005,"Safely managed drinking water sources, urban of Proportion of population with access",47.793
894,Zambia,2010,"Safely managed drinking water sources, urban of Proportion of population with access",47.0679
894,Zambia,2017,"Safely managed drinking water sources, urban of Proportion of population with access",46.2452
716,Zimbabwe,2005,"Safely managed sanitation facilities, urban of Proportion of population with access",22.3062
716,Zimbabwe,2010,"Safely managed sanitation facilities, urban of Proportion of population with access",19.799
716,Zimbabwe,2017,"Safely managed sanitation facilities, urban of Proportion of population with access",16.2922
